日付,時間,始値,高値,安値,終値,出来高
2026/7/16,19:00,68420,68490,68340,68350,394
2026/7/16,20:00,68350,68420,68290,68300,296
2026/7/16,21:00,68310,68550,68190,68540,780
2026/7/16,22:00,68550,68650,68030,68190,1450
2026/7/16,23:00,68210,68230,67540,67640,1493
2026/7/16,0:00,67650,67720,67460,67590,1817
2026/7/16,1:00,67590,67630,67100,67300,1962
2026/7/16,2:00,67310,67810,67300,67800,449
2026/7/16,3:00,67770,67920,67610,67630,578
2026/7/16,4:00,67650,67800,67620,67800,324
2026/7/16,5:00,67810,67840,67690,67770,329
2026/7/16,6:00,67600,67600,67600,67600,10
2026/7/16,8:45,67770,67870,67430,67460,967
2026/7/16,9:00,67460,67830,66630,66770,8040
2026/7/16,10:00,66790,67080,66600,66840,4539
2026/7/16,11:00,66850,67160,66580,67140,3194
2026/7/16,12:00,67130,67260,66880,67260,4676
2026/7/16,13:00,67270,67310,66810,66850,2411
2026/7/16,14:00,66870,67240,66670,66740,4401
2026/7/16,15:00,66750,67130,66610,66840,6340
